"site","year","base_temperature","growing_degrees","units","lat","lon"
"New Plymouth (Taranaki)",1959,"10",1308.7,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1959,"5",3001.5,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1959,"10",724.1,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1959,"5",1750.4,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1959,"10",1340.7,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1959,"5",2805.4,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1959,"10",1636.3,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1959,"5",3362.9,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1959,"10",1133.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1959,"5",2775.7999999999997,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1958,"10",1088.8999999999999,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1958,"5",2434.4,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1958,"10",1125.9,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1958,"5",2580.7,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1958,"10",870,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1958,"5",2255.8,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1958,"10",1719.8758620689655,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1958,"5",3388.251724137931,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1958,"10",596,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1958,"5",1848.7,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1958,"10",782.9551724137932,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1958,"5",1910.6379310344828,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1958,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1958,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1958,"10",1862.6,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1958,"5",3532.77,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1958,"10",1176,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1958,"5",2633,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1958,"10",1369.7,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1958,"5",3068.4,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1958,"10",732.5,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1958,"5",1785.3999999999999,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1958,"10",1404.6000000000001,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1958,"5",2892.2,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1958,"10",1776.596551724138,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1958,"5",3509.996551724138,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1958,"10",1221.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1958,"5",2855.4,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1957,"10",1081,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1957,"5",2482,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1957,"10",1062.7,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1957,"5",2585.9,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1957,"10",888.5230769230769,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1957,"5",2365.353846153846,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1957,"10",NA,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1957,"5",NA,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1957,"10",503.4,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1957,"5",1760.8,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1957,"10",682.2810344827586,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1957,"5",1823.1055172413794,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1957,"10",646.2,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1957,"5",2004.3,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1957,"10",1818.9281609195402,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1957,"5",3522.4148275862067,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1957,"10",1178.1000000000001,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1957,"5",2720.3,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1957,"10",1337.6999999999998,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1957,"5",3044.3,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1957,"10",616.8,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1957,"5",1682.1000000000001,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1957,"10",1237.1,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1957,"5",2769,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1957,"10",NA,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1957,"5",NA,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1957,"10",1281.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1957,"5",2937.2,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1956,"10",1133.9,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1956,"5",2504,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1956,"10",1167.6000000000001,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1956,"5",2700.4,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1956,"10",1034.4,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1956,"5",2567.1,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1956,"10",1752.1000000000001,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1956,"5",3495.3,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1956,"10",673.3172413793103,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1956,"5",1970.551724137931,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1956,"10",831.8482758620689,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1956,"5",2000.5724137931034,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1956,"10",936.7148148148148,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1956,"5",2375.614814814815,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1956,"10",1901.3,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1956,"5",3625.6,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1956,"10",1237.2,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1956,"5",2773,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1956,"10",1496.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1956,"5",3244.8,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1956,"10",NA,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1956,"5",NA,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1956,"10",1447.7,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1956,"5",3003.8,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1956,"10",1914.3999999999999,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1956,"5",3686.4,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1956,"10",1332,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1956,"5",3028.8,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1955,"10",1190.3,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1955,"5",2605.6,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1955,"10",1132.1,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1955,"5",2624.5,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1955,"10",988.3,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1955,"5",2461,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1955,"10",1698.9,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1955,"5",3396.9,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1955,"10",554.3,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1955,"5",1849.7,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1955,"10",878.1,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1955,"5",2109.3931034482757,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1955,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1955,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1955,"10",1819.8999999999999,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1955,"5",3502.3,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1955,"10",1193,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1955,"5",2715.6,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1955,"10",1435.3,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1955,"5",3140.2,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1955,"10",822,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1955,"5",1981.5,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1955,"10",1630.9533333333334,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1955,"5",3151.153333333333,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1955,"10",1960.5,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1955,"5",3703.9,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1955,"10",1250.3999999999999,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1955,"5",2883,"degree Celsius",-41.285,174.768
"Christchurch (Canterbury)",1954,"10",1047.3,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1954,"5",2410.7,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1954,"10",1095,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1954,"5",2584.4,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1954,"10",931.6,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1954,"5",2427.4,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1954,"10",1531.2,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1954,"5",3207.3,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1954,"10",NA,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1954,"5",NA,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1954,"10",NA,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1954,"5",NA,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1954,"10",736.8283524904215,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1954,"5",2110.330779054917,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1954,"10",1721.144827586207,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1954,"5",3396.8172413793104,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1954,"10",1163.3,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1954,"5",2665.6,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1954,"10",1339.5703703703703,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1954,"5",3049.9703703703703,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1954,"10",815.1,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1954,"5",1891.6000000000001,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1954,"10",NA,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1954,"5",NA,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1954,"10",1814.6,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1954,"5",3559.9,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1954,"10",1162.1000000000001,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1954,"5",2823.6,"degree Celsius",-41.285,174.768
"Dannevirke (Manawatū-Whanganui)",1953,"10",947.3000000000001,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1953,"5",2428.1,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1953,"10",776.6,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1953,"5",2197.2000000000003,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1953,"10",1449.6,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1953,"5",3118.4,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1953,"10",422.90000000000003,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1953,"5",1608,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1953,"10",706.5333333333333,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1953,"5",1819.8945977011495,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1953,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1953,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1953,"10",1646.4,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1953,"5",3323.3793103448274,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1953,"10",1031.2,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1953,"5",2570.7,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1953,"10",1204.9615384615386,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1953,"5",2933.276923076923,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1953,"10",655.9,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1953,"5",1708.6,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1953,"10",1265.5434772124427,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1953,"5",2816.5042560887387,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1953,"10",1684.8266666666668,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1953,"5",3432.326666666667,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1953,"10",998.6,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1953,"5",2663.4,"degree Celsius",-41.285,174.768
"Dannevirke (Manawatū-Whanganui)",1952,"10",970.2,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1952,"5",2464.1,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1952,"10",NA,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1952,"5",NA,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1952,"10",1466.2,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1952,"5",3137.2999999999997,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1952,"10",476,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1952,"5",1716.6000000000001,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1952,"10",574.4841379310344,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1952,"5",1705.6250574712644,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1952,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1952,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1952,"10",1689.08,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1952,"5",3373.98,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1952,"10",1068.4,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1952,"5",2570.3,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1952,"10",NA,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1952,"5",NA,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1952,"10",667,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1952,"5",1749.5,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1952,"10",NA,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1952,"5",NA,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1952,"10",1727.7,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1952,"5",3476,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1952,"10",1087.8,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1952,"5",2750.8,"degree Celsius",-41.285,174.768
"Dannevirke (Manawatū-Whanganui)",1951,"10",971.2,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1951,"5",2357.2,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1951,"10",750.9,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1951,"5",2136.6,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1951,"10",1426.6,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1951,"5",3057.7000000000003,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1951,"10",468,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1951,"5",1653.5,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1951,"10",NA,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1951,"5",NA,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1951,"10",658.6363227513227,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1951,"5",1869.689417989418,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1951,"10",1525.8,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1951,"5",3155,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1951,"10",964.6,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1951,"5",2365.9,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1951,"10",1193.2,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1951,"5",2837.3,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1951,"10",564.9,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1951,"5",1580.2,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1951,"10",NA,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1951,"5",NA,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1951,"10",1614.7,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1951,"5",3306.8,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1951,"10",1028.5,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1951,"5",2606.2999999999997,"degree Celsius",-41.285,174.768
"Dunedin (Otago)",1950,"10",814.1,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1950,"5",2258.7999999999997,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1950,"10",1552.6,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1950,"5",3245.7,"degree Celsius",-38.6586,177.9851
"Invercargill (Southland)",1950,"10",467.7,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1950,"5",1707.7,"degree Celsius",-46.41741,168.33052
"Lake Tekapo (Canterbury)",1950,"10",NA,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1950,"5",NA,"degree Celsius",-44.002,170.441
"Milford Sound (Southland)",1950,"10",NA,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1950,"5",NA,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1950,"10",1649.8,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1950,"5",3330,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1950,"10",1046.5,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1950,"5",2524.4,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1950,"10",1256.5344827586207,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1950,"5",2954.634482758621,"degree Celsius",-39.0079,174.18382
"Tara Hills (Canterbury)",1950,"10",686.9,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1950,"5",1754,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1950,"10",1333.8111111111111,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1950,"5",2851.866666666667,"degree Celsius",-38.88784,175.25981
"Tauranga (Bay of Plenty)",1950,"10",1846.7,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1950,"5",3596.6,"degree Celsius",-37.673,176.196
"Wellington (Wellington)",1950,"10",1054.3,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1950,"5",2664.1,"degree Celsius",-41.285,174.768
