"site","year","base_temperature","growing_degrees","units","lat","lon"
"Hokitika (West Coast)",1989,"10",1148.3,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1989,"5",2739.6,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1989,"10",642.4,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1989,"5",1973.7,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1989,"10",2041.5,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1989,"5",3830.1,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1989,"10",725.9,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1989,"5",1862.7,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1989,"10",1333.6,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1989,"5",2883.8,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1989,"10",900.6999999999999,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1989,"5",2313.9,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1989,"10",1867.2,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1989,"5",3529.6,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1989,"10",1393.9,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1989,"5",2939,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1989,"10",1600.4,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1989,"5",3324.3,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1989,"10",779.9,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1989,"5",1995.5,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1989,"10",1207.7,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1989,"5",2614.4,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1989,"10",1388.7,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1989,"5",2958.9,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1989,"10",864.3000000000001,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1989,"5",2034.8,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1989,"10",1458.4,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1989,"5",2969.4,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1989,"10",1103,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1989,"5",2556.2000000000003,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1989,"10",1954.5,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1989,"5",3709.9,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1989,"10",923.6,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1989,"5",2287.6,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1989,"10",553.7,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1989,"5",1775,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1989,"10",1339,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1989,"5",2978.4,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1989,"10",1753.9,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1989,"5",3446.1,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1989,"10",2155,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1989,"5",3963.3,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1989,"10",2270.4,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1989,"5",4065.8,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1988,"10",2073.8,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1988,"5",3886.4,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1988,"10",1396.7,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1988,"5",2975.6,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1988,"10",1268.7,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1988,"5",2692.7000000000003,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1988,"10",1161.7,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1988,"5",2733.1,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1988,"10",945.2,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1988,"5",2440.5,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1988,"10",1847.1,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1988,"5",3597.4,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1988,"10",629.2,"degree Celsius",-46.115,168.887
"Gore (Southland)",1988,"5",1900.6,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1988,"10",1658.8999999999999,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1988,"5",3385.8,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1988,"10",852.9,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1988,"5",2440.3,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1988,"10",595.4,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1988,"5",1928.2,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1988,"10",2127.2000000000003,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1988,"5",3950.2,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1988,"10",794.8000000000001,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1988,"5",1976.4,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1988,"10",1265.1,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1988,"5",2875.3,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1988,"10",646.6,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1988,"5",1925,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1988,"10",1958.1000000000001,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1988,"5",3689.4,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1988,"10",1274.2,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1988,"5",2879.4,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1988,"10",1524.9,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1988,"5",3306.1,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1988,"10",701.6999999999999,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1988,"5",1894,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1988,"10",1036.5,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1988,"5",2512.3,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1988,"10",1417.3,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1988,"5",3084.2,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1988,"10",913.4,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1988,"5",2095.8,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1988,"10",1438.7,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1988,"5",3043.6,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1988,"10",1147.2,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1988,"5",2711.2000000000003,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1988,"10",1988.6,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1988,"5",3789.9,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1988,"10",962.2,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1988,"5",2357,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1988,"10",588.6,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1988,"5",1807.7,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1988,"10",1289.6000000000001,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1988,"5",3015,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1988,"10",1726,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1988,"5",3501.4,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1988,"10",2226.7999999999997,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1988,"5",4053.9,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1988,"10",2379.5,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1988,"5",4203.1,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1987,"10",1919.8,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1987,"5",3726,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1987,"10",1255.8,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1987,"5",2857.5,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1987,"10",1112.8,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1987,"5",2592.6,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1987,"10",1007.9,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1987,"5",2528.9,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1987,"10",926.3,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1987,"5",2507.4,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1987,"10",1599.9,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1987,"5",3310.3,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1987,"10",579.8,"degree Celsius",-46.115,168.887
"Gore (Southland)",1987,"5",1854.9,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1987,"10",1481.5,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1987,"5",3174.3,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1987,"10",911.9000000000001,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1987,"5",2542.3,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1987,"10",629.6,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1987,"5",2033.6,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1987,"10",1930.8999999999999,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1987,"5",3749.8,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1987,"10",553,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1987,"5",1674.8,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1987,"10",1094.3,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1987,"5",2671.7000000000003,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1987,"10",726.9,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1987,"5",2097.7000000000003,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1987,"10",1725.8,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1987,"5",3450.2999999999997,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1987,"10",1183.3,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1987,"5",2815.2999999999997,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1987,"10",1375.9,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1987,"5",3140,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1987,"10",634.6,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1987,"5",1828.2,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1987,"10",931.9,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1987,"5",2410.5,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1987,"10",1224.7,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1987,"5",2833.5,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1987,"10",762.1999999999999,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1987,"5",1942,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1987,"10",1229.7,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1987,"5",2777.2,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1987,"10",915.3000000000001,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1987,"5",2366.9,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1987,"10",1770.3,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1987,"5",3552.6,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1987,"10",873.2,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1987,"5",2302.2999999999997,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1987,"10",435.70000000000005,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1987,"5",1562.8,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1987,"10",1232.9,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1987,"5",2971.4,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1987,"10",1527.5,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1987,"5",3285.5,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1987,"10",2038.2,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1987,"5",3861.4,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1987,"10",2042.3,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1987,"5",3856.8,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1986,"10",1949.4,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1986,"5",3724.5,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1986,"10",1289.5,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1986,"5",2773.8999999999996,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1986,"10",1121.4,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1986,"5",2472.6,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1986,"10",1036.3,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1986,"5",2509.3,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1986,"10",987.4,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1986,"5",2477.4,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1986,"10",1616,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1986,"5",3293.3,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1986,"10",758,"degree Celsius",-46.115,168.887
"Gore (Southland)",1986,"5",1995.9,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1986,"10",1481.8,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1986,"5",3130.2,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1986,"10",1003.4000000000001,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1986,"5",2537.2999999999997,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1986,"10",725.7,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1986,"5",2067.4,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1986,"10",1888.6000000000001,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1986,"5",3692.3,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1986,"10",687.9,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1986,"5",1795.3000000000002,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1986,"10",1172.8999999999999,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1986,"5",2667.1,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1986,"10",847,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1986,"5",2212,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1986,"10",1757.6000000000001,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1986,"5",3410.7,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1986,"10",1218.5,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1986,"5",2750.2,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1986,"10",1444.3999999999999,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1986,"5",3164.9,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1986,"10",785.3000000000001,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1986,"5",1967.1000000000001,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1986,"10",1066.7,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1986,"5",2441.2,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1986,"10",1259.9,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1986,"5",2812.7999999999997,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1986,"10",861.1,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1986,"5",1999.3,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1986,"10",1274.6,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1986,"5",2740.7,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1986,"10",1006.9,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1986,"5",2430.6,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1986,"10",1781.3,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1986,"5",3538.7,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1986,"10",948.1,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1986,"5",2278.2,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1986,"10",528.4,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1986,"5",1657.4,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1986,"10",1323.1,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1986,"5",2951.7,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1986,"10",1574.8,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1986,"5",3249.7,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1986,"10",2039.9,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1986,"5",3857.5,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1986,"10",2033.7,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1986,"5",3827.5,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1985,"10",1901.6000000000001,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1985,"5",3712.3,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1985,"10",1235.5,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1985,"5",2791.5,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1985,"10",1127.9,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1985,"5",2533.6,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1985,"10",1008.7,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1985,"5",2571.8,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1985,"10",967.4,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1985,"5",2528.5,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1985,"10",1501.7,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1985,"5",3240.8,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1985,"10",697.9,"degree Celsius",-46.115,168.887
"Gore (Southland)",1985,"5",1947.9,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1985,"10",1494.3,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1985,"5",3221.2999999999997,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1985,"10",995.5,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1985,"5",2624.1,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1985,"10",664.6,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1985,"5",1970.7,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1985,"10",1949.5,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1985,"5",3768.2,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1985,"10",661.4,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1985,"5",1723.1000000000001,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1985,"10",1153.3999999999999,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1985,"5",2746.7,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1985,"10",802.2,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1985,"5",2150.4,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1985,"10",1739.5,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1985,"5",3476.3,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1985,"10",1194.6,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1985,"5",2802.9,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1985,"10",1449.8999999999999,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1985,"5",3231.6,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1985,"10",642.7,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",1985,"5",1786.7,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",1985,"10",1019.4,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",1985,"5",2435.7000000000003,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",1985,"10",1239.1000000000001,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",1985,"5",2887.7000000000003,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",1985,"10",762.0999999999999,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",1985,"5",1861.6,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",1985,"10",1235.5,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",1985,"5",2778,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",1985,"10",986.2,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",1985,"5",2442.9,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",1985,"10",1812.3,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",1985,"5",3610.1,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",1985,"10",893,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",1985,"5",2261.3,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",1985,"10",511.1,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",1985,"5",1655.6,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",1985,"10",1291.2,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",1985,"5",3002.7,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",1985,"10",1514.9,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",1985,"5",3263.7,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",1985,"10",2061,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",1985,"5",3884.1,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",1985,"10",1967.6,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",1985,"5",3780.9,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",1984,"10",1935.6,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",1984,"5",3735.7,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",1984,"10",1231.3,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",1984,"5",2785,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",1984,"10",1099.9,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",1984,"5",2537.4,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",1984,"10",1093.8,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",1984,"5",2651.4,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",1984,"10",898,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",1984,"5",2413.5,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",1984,"10",1600.6,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",1984,"5",3310.1,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",1984,"10",605.9,"degree Celsius",-46.115,168.887
"Gore (Southland)",1984,"5",1864.3,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",1984,"10",1533,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",1984,"5",3227.1,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",1984,"10",935.9000000000001,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",1984,"5",2562,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",1984,"10",594,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",1984,"5",1943.6,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",1984,"10",1938.6999999999998,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",1984,"5",3755.2999999999997,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",1984,"10",596.8,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",1984,"5",1692.8,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",1984,"10",1141.2,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",1984,"5",2737.9,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",1984,"10",702.8,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",1984,"5",2026.6000000000001,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",1984,"10",1802.7,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",1984,"5",3529.9,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",1984,"10",1193.3,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",1984,"5",2785.9,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",1984,"10",1465,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",1984,"5",3223.7,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",1984,"10",603,"degree Celsius",-45.01758,168.74005
