PIN,Orchard,OrchardGroup,Date,PlantingCode,ProductionSite,ManagementArea,BusinessUnit,LandAreaHa,VarietyCode,Variety,Chemical,ActiveIngredient,ChemicalRate,ChemicalUnit,WaterRate,Reason,MonitorRef,TargetPrimary,TargetSecondary,Applicators,Sprayers,SprayCondition,SprayMethod,SurplusDisposal,ChemicalUsed,ChemicalCost,ChemicalPrice,StockUnit,ChemicalTags,#,Approved
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY H2,S,S1,Rockit Orchards Limited,2.07354,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.657363,25.538553,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY H3,T,T,Rockit Orchards Limited,3.12774,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.991571,38.522533,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY H4,P,P2,Rockit Orchards Limited,1.24446,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.394525,15.327296,38.85,L,Plant Growth Regulator,1215,TRUE
R2919,Valley,Maraekakaho Sector,2/11/2022,VALLEY H1,S,S2,Rockit Orchards Limited,0.6468,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,Calender,,Thinning,,"Manuel Tavai, Stephanus (Fanie) Roode, Treyvarne McCormack, Tyler Eden, Whitiora Te Tauri, William Horsefield","MAR-TRC-002 Cab Tractor, MAR-TRC-002 Cropliner, MAR-TRC-004 Cab Tractor, MAR-TRC-004 Cropliner, MAR-TRC-005 Cab Tractor, MAR-TRC-005 Cropliner, MAR-TRC-006 Cab Tractor, MAR-TRC-006 Cropliner, MAR-TRC-007 Cab Tractor, MAR-TRC-007 Quantum",,Cropliner,,0.205052,7.96627,38.85,L,Plant Growth Regulator,1215,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL A1,A,A1,Longlands Orchard Limited Partnership,3.0068,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.803543,31.217646,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL A2,A,A2,Longlands Orchard Limited Partnership,0.9768,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.261042,10.141482,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL B1,B,B1,Longlands Orchard Limited Partnership,1.5448,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.412835,16.03864,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL B2,B,B2,Longlands Orchard Limited Partnership,1.5636,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.417859,16.233822,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL B3,B,B3,Longlands Orchard Limited Partnership,0.27,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.072155,2.803222,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL B4,B,B4,Longlands Orchard Limited Partnership,0.6236,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.166652,6.47443,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL C1,C,C1,Longlands Orchard Limited Partnership,2.8632,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.765167,29.726738,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL C2,C,C2,Longlands Orchard Limited Partnership,2.3148,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.618612,24.033076,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL D2,D,D2,Longlands Orchard Limited Partnership,3.1792,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,0.849615,33.007543,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,2/11/2022,LGL D1,D,D1,Longlands Orchard Limited Partnership,3.8636,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,400,Recommended,,Thinning,,"Ariaana Patea, Edmund Imbeah, Hirini Snowling, Joshua Slade","GIS-SPR-003 Cropliner, GIS-TRC-003 Cab Tractor, HAS-SPR-001 Cropliner Linear Tower, HAS-SPR-002 Cropliner Linear Tower, HAS-SPR-006 Quantum, HAS-TRC-001 Cab Tractor, HAS-TRC-002 Cab Tractor, HAS-TRC-006 Cab Tractor",,Cropliner,,1.032516,40.113247,38.85,L,Plant Growth Regulator,1206,TRUE
R2329,IND - Longlands,Independent Sector,26/10/2022,LGL A1,A,A1,Longlands Orchard Limited Partnership,3.0068,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,200,Recommended,,Thinning,,Jonathan Wiffen,"HAS-SPR-001 Cropliner Linear Tower, HAS-TRC-001 Cab Tractor",,Cropliner,,0.358962,13.945674,38.85,L,Plant Growth Regulator,1139,TRUE
R2329,IND - Longlands,Independent Sector,26/10/2022,LGL A2,A,A2,Longlands Orchard Limited Partnership,0.9768,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,200,Recommended,,Thinning,,Jonathan Wiffen,"HAS-SPR-001 Cropliner Linear Tower, HAS-TRC-001 Cab Tractor",,Cropliner,,0.116614,4.530454,38.85,L,Plant Growth Regulator,1139,TRUE
R2329,IND - Longlands,Independent Sector,26/10/2022,LGL B1,B,B1,Longlands Orchard Limited Partnership,1.5448,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,200,Recommended,,Thinning,,Jonathan Wiffen,"HAS-SPR-001 Cropliner Linear Tower, HAS-TRC-001 Cab Tractor",,Cropliner,,0.184423,7.164834,38.85,L,Plant Growth Regulator,1139,TRUE
R2925,IND - Manzana 2,Independent Sector,18/10/2022,MANZ2 A,A,A,Manzana Orchard Limited Partnership,3.57504,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.61615,23.937428,38.85,L,Plant Growth Regulator,1147,TRUE
R2925,IND - Manzana 2,Independent Sector,18/10/2022,MANZ2 B,B,B,Manzana Orchard Limited Partnership,3.95598,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.681804,26.488085,38.85,L,Plant Growth Regulator,1147,TRUE
R2925,IND - Manzana 2,Independent Sector,18/10/2022,MANZ2 C,C,C,Manzana Orchard Limited Partnership,1.86858,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.322045,12.511448,38.85,L,Plant Growth Regulator,1147,TRUE
R1230,Home Block,Havelock Sector,31/10/2022,HME D3,D,D3,ROLP 1,2.36676,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Recommended,,Thinning,,Joel Marshall,"HAV-SPR-009 Sprayer, HAV-TRC-009 Cab Tractor",,Cropliner,,0.362571,14.085883,38.85,L,Plant Growth Regulator,1152,TRUE
R1230,Home Block,Havelock Sector,31/10/2022,HME A,A,A,ROLP 1,3.11652,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Recommended,,Thinning,,Joel Marshall,"HAV-SPR-009 Sprayer, HAV-TRC-009 Cab Tractor",,Cropliner,,0.477429,18.548117,38.85,L,Plant Growth Regulator,1152,TRUE
R2925,IND - Manzana 2,Independent Sector,29/10/2022,MANZ2 A,A,A,Manzana Orchard Limited Partnership,3.57504,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Field Survey,,Thinning,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,1.024513,39.80233,38.85,L,Plant Growth Regulator,1167,TRUE
R2925,IND - Manzana 2,Independent Sector,29/10/2022,MANZ2 C,C,C,Manzana Orchard Limited Partnership,1.86858,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Field Survey,,Thinning,,Connor Riordan,"CRN-SPR-009 Cropliner Sprayer, CRN-TRC-009 Open Cab Tractor",,Cropliner,,0.535486,20.803631,38.85,L,Plant Growth Regulator,1167,TRUE
R2925,IND - Manzana 2,Independent Sector,29/10/2022,MANZ2 B,B,B,Manzana Orchard Limited Partnership,3.95598,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,600,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,1.44,55.944,38.85,L,Plant Growth Regulator,1069,TRUE
R2775,Napier Road North,Hastings Sector,28/10/2022,NRN A3,A,A,ROLP 2,1.00338,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,Logan Hurrey,"HAS-SPR-015 Cropliner Linear Tower, HAS-TRC-015 Cab Tractor",,Towerliner,,0.322319,12.522093,38.85,L,Plant Growth Regulator,1080,TRUE
R2775,Napier Road North,Hastings Sector,28/10/2022,NRN A1,A,A,ROLP 2,0.12516,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,Logan Hurrey,"HAS-SPR-015 Cropliner Linear Tower, HAS-TRC-015 Cab Tractor",,Towerliner,,0.040206,1.562003,38.85,L,Plant Growth Regulator,1080,TRUE
R2775,Napier Road North,Hastings Sector,28/10/2022,NRN A2,A,A,ROLP 2,0.17892,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,Logan Hurrey,"HAS-SPR-015 Cropliner Linear Tower, HAS-TRC-015 Cab Tractor",,Towerliner,,0.057475,2.232904,38.85,L,Plant Growth Regulator,1080,TRUE
R2776,Haumoana,Hastings Sector,29/10/2022,HAU A1,A,A,ROLP 2,1.87824,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,"Andrew Chris Taofinuu, Jesse Nitschke","HAS-SPR-012 Cropliner Linear Tower, HAS-SPR-013 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor, HAS-TRC-013 Cab Tractor",,Towerliner,,0.819547,31.839401,38.85,L,Plant Growth Regulator,1081,TRUE
R2776,Haumoana,Hastings Sector,29/10/2022,HAU B1,B,B,ROLP 2,1.66866,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,"Andrew Chris Taofinuu, Jesse Nitschke","HAS-SPR-012 Cropliner Linear Tower, HAS-SPR-013 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor, HAS-TRC-013 Cab Tractor",,Towerliner,,0.7281,28.286685,38.85,L,Plant Growth Regulator,1081,TRUE
R2776,Haumoana,Hastings Sector,29/10/2022,HAU A2,C,C,ROLP 2,2.5893,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,"Andrew Chris Taofinuu, Jesse Nitschke","HAS-SPR-012 Cropliner Linear Tower, HAS-SPR-013 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor, HAS-TRC-013 Cab Tractor",,Towerliner,,1.12981,43.893119,38.85,L,Plant Growth Regulator,1081,TRUE
R2776,Haumoana,Hastings Sector,29/10/2022,HAU B2,D,D,ROLP 2,2.11428,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,"Andrew Chris Taofinuu, Jesse Nitschke","HAS-SPR-012 Cropliner Linear Tower, HAS-SPR-013 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor, HAS-TRC-013 Cab Tractor",,Towerliner,,0.922541,35.840718,38.85,L,Plant Growth Regulator,1081,TRUE
R2534,Stock Road South,Havelock Sector,28/10/2022,SRS D2,F,F2,ROLP 1,1.134,996,Rockit,Ethin,chlorethephon,60.5,ml/100 litres,1000,Recommended,,Thinning,,Talwinder Singh,"HAV-SPR-008 Quantum, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.723239,28.097835,38.85,L,Plant Growth Regulator,1122,TRUE
R2534,Stock Road South,Havelock Sector,28/10/2022,SRS C2,E,E2,ROLP 1,1.176672,996,Rockit,Ethin,chlorethephon,60.5,ml/100 litres,1000,Recommended,,Thinning,,Talwinder Singh,"HAV-SPR-008 Quantum, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.750454,29.155138,38.85,L,Plant Growth Regulator,1122,TRUE
R2534,Stock Road South,Havelock Sector,28/10/2022,SRS D1,F,F1,ROLP 1,1.057875,996,Rockit,Ethin,chlorethephon,60.5,ml/100 litres,1000,Recommended,,Thinning,,Talwinder Singh,"HAV-SPR-008 Quantum, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.674688,26.211629,38.85,L,Plant Growth Regulator,1122,TRUE
R2534,Stock Road South,Havelock Sector,28/10/2022,SRS C1,E,E1,ROLP 1,1.184764,996,Rockit,Ethin,chlorethephon,60.5,ml/100 litres,1000,Recommended,,Thinning,,Talwinder Singh,"HAV-SPR-008 Quantum, HAV-TRC-008 Cab Tractor",,Quantum Tower,,0.755615,29.355643,38.85,L,Plant Growth Regulator,1122,TRUE
R2879,IND - Manzana,Independent Sector,26/10/2022,MANZ D1,D,D1,Manzana Orchard Limited Partnership,2.0328,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.486636,18.905809,38.85,L,Plant Growth Regulator,1031,TRUE
R2879,IND - Manzana,Independent Sector,26/10/2022,MANZ D2,D,D2,Manzana Orchard Limited Partnership,2.9799,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.713364,27.714191,38.85,L,Plant Growth Regulator,1031,TRUE
R2879,IND - Manzana,Independent Sector,26/10/2022,MANZ A1,A,A1,Manzana Orchard Limited Partnership,2.5515,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Lance Rewi,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.520788,20.232614,38.85,L,Plant Growth Regulator,1032,TRUE
R2879,IND - Manzana,Independent Sector,26/10/2022,MANZ A2,A,A2,Manzana Orchard Limited Partnership,2.03322,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Lance Rewi,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.415002,16.122828,38.85,L,Plant Growth Regulator,1032,TRUE
R2879,IND - Manzana,Independent Sector,26/10/2022,MANZ A3,A,A3,Manzana Orchard Limited Partnership,1.29444,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Lance Rewi,"CRN-SPR-015 Trifan Tower Sprayer, CRN-TRC-015 Cab Tractor",,Stinger,,0.264209,10.26452,38.85,L,Plant Growth Regulator,1032,TRUE
R2886,Sim 2,Crownthorpe Sector,27/10/2022,SIM2 A1,A,A1,Rakete Orchards Limited Partnership,1.46832,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.445918,17.323914,38.85,L,Plant Growth Regulator,1059,TRUE
R2886,Sim 2,Crownthorpe Sector,27/10/2022,SIM2 B1,B,B1,Rakete Orchards Limited Partnership,1.21884,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.370153,14.380444,38.85,L,Plant Growth Regulator,1059,TRUE
R2886,Sim 2,Crownthorpe Sector,27/10/2022,SIM2 A2,A,A2,Rakete Orchards Limited Partnership,0.95382,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.289668,11.253602,38.85,L,Plant Growth Regulator,1059,TRUE
R2886,Sim 2,Crownthorpe Sector,27/10/2022,SIM2 B2,B,B2,Rakete Orchards Limited Partnership,1.29822,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Andre Kingi,"CRN-TRC-016 Cab Tractor, CRN-TRC-016 Quantum Tower Sprayer",,Quantum Tower,,0.39426,15.317001,38.85,L,Plant Growth Regulator,1059,TRUE
R2150,Dartmoor,Independent Sector,28/10/2022,DTM C,B,C,ROLP 2,1.94628,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.596652,23.17993,38.85,L,Plant Growth Regulator,1063,TRUE
R2150,Dartmoor,Independent Sector,28/10/2022,DTM D,B,D,ROLP 2,1.9404,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.594849,23.109884,38.85,L,Plant Growth Regulator,1063,TRUE
R2150,Dartmoor,Independent Sector,28/10/2022,DTM A,A,A,ROLP 2,1.8627,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.571029,22.184477,38.85,L,Plant Growth Regulator,1063,TRUE
R2150,Dartmoor,Independent Sector,28/10/2022,DTM B,A,B,ROLP 2,0.51366,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Marcel van der Linden,"MAR-SPR-008 Cropliner Linear Tower, MAR-TRC-008 Cab Tractor",,Towerliner,,0.157468,6.117632,38.85,L,Plant Growth Regulator,1063,TRUE
R1230,Home Block,Havelock Sector,27/10/2022,HME A,A,A,ROLP 1,3.11652,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Recommended,,Thinning,,"David Owen, Louise Miratana","HAV-SPR-005 Cropliner, HAV-SPR-006 Cropliner, HAV-TRC-005 Cab Tractor, HAV-TRC-006 Cab Tractor",,Cropliner,,0.436602,16.961988,38.85,L,Plant Growth Regulator,1064,TRUE
R1230,Home Block,Havelock Sector,27/10/2022,HME B,B,B,ROLP 1,3.065,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Recommended,,Thinning,,"David Owen, Louise Miratana","HAV-SPR-005 Cropliner, HAV-SPR-006 Cropliner, HAV-TRC-005 Cab Tractor, HAV-TRC-006 Cab Tractor",,Cropliner,,0.429384,16.681568,38.85,L,Plant Growth Regulator,1064,TRUE
R1230,Home Block,Havelock Sector,27/10/2022,HME D1,D,D1,ROLP 1,0.669504,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Recommended,,Thinning,,"David Owen, Louise Miratana","HAV-SPR-005 Cropliner, HAV-SPR-006 Cropliner, HAV-TRC-005 Cab Tractor, HAV-TRC-006 Cab Tractor",,Cropliner,,0.093793,3.643858,38.85,L,Plant Growth Regulator,1064,TRUE
R1230,Home Block,Havelock Sector,27/10/2022,HME D3,D,D3,ROLP 1,2.36676,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Recommended,,Thinning,,"David Owen, Louise Miratana","HAV-SPR-005 Cropliner, HAV-SPR-006 Cropliner, HAV-TRC-005 Cab Tractor, HAV-TRC-006 Cab Tractor",,Cropliner,,0.331566,12.881339,38.85,L,Plant Growth Regulator,1064,TRUE
R1230,Home Block,Havelock Sector,27/10/2022,HME F2,F,F2,ROLP 1,1.917696,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,300,Recommended,,Thinning,,"David Owen, Louise Miratana","HAV-SPR-005 Cropliner, HAV-SPR-006 Cropliner, HAV-TRC-005 Cab Tractor, HAV-TRC-006 Cab Tractor",,Cropliner,,0.268655,10.437247,38.85,L,Plant Growth Regulator,1064,TRUE
R2636,IND - Moteo Pa,Independent Sector,28/10/2022,MOT A1,A,A1,Global Harvest Ltd,2.91312,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Torrin Slader,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,0.878839,34.142895,38.85,L,Plant Growth Regulator,1065,TRUE
R2636,IND - Moteo Pa,Independent Sector,28/10/2022,MOT A2,A,A2,Global Harvest Ltd,0.94416,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Torrin Slader,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,0.284837,11.065917,38.85,L,Plant Growth Regulator,1065,TRUE
R2636,IND - Moteo Pa,Independent Sector,28/10/2022,MOT B1,B,B1,Global Harvest Ltd,1.04496,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Torrin Slader,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,0.315247,12.247346,38.85,L,Plant Growth Regulator,1065,TRUE
R2636,IND - Moteo Pa,Independent Sector,28/10/2022,MOT B2,B,B2,Global Harvest Ltd,1.06428,996,Rockit,Ethin,chlorethephon,60,ml/100 litres,500,Consultants advice,,Thinning,,Torrin Slader,"CRN-SPR-013 Cropliner Sprayer, CRN-TRC-013 Open Cab Tractor",,Cropliner,,0.321075,12.473764,38.85,L,Plant Growth Regulator,1065,TRUE
R2712,Napier Road South,Hastings Sector,26/10/2022,NRS A3,A,A,ROLP 2,1.39944,996,Rockit,Ethin,chlorethephon,0.06,l/100 litres,500,,,Thinning,,Jesse Nitschke,"HAS-SPR-012 Cropliner Linear Tower, HAS-TRC-012 Cab Tractor",,Towerliner,,0.452763,17.589843,38.85,L,Plant Growth Regulator,1011,TRUE
